MSME_ID,Customer_Segment,Business_Type,Industry,Location_Category,Years_in_Operation,Employee_Count,Annual_Turnover_INR,Monthly_GST_Sales_INR,Monthly_GST_Purchases_INR,GST_Filing_Timeliness_Pct,GST_Return_Frequency,Monthly_UPI_Inflow_INR,Monthly_UPI_Outflow_INR,UPI_Avg_Ticket_Size_INR,UPI_Daily_Txn_Count,Transaction_Volatility_Index,Monthly_Bank_Credits_INR,Monthly_Bank_Debits_INR,Average_Bank_Balance_INR,Cashflow_Stability_Index,Has_Existing_Loan,Monthly_Loan_EMI_INR,EMI_On_Time_Rate_Pct,Overdraft_Usage_Ratio,Monthly_Payroll_INR,Salary_Consistency_Pct,Employee_Attrition_Rate_Pct,Avg_Invoice_Payment_Delay_Days,Customer_Concentration_Ratio,Vendor_Payment_Timeliness_Pct,Seasonality_Index,Revenue_Growth_Rate_Pct,Credit_History_Months,Business_Stability_Score,Cashflow_Score,Revenue_Consistency_Score,Payment_Behaviour_Score,Business_Growth_Score,Compliance_Score,Financial_Health_Score,Probability_of_Default,Credit_Risk_Category,Credit_Eligible,Recommended_Credit_Limit_INR
MSME0024708,NTB,Private Limited,Services,Tier 2,1.4,1,946826,74357,47270,87.8,Monthly,43853,23659,341,4.9,0.267,72036,63352,21312,0.735,Yes,9986,97.7,0.253,27072,95.6,15.1,39.0,0.613,86.8,0.654,28.3,6,61.4,71.5,62.9,81.4,50.9,89.8,74.8,0.1104,Medium,Yes,84000
MSME0024709,NTC,Proprietorship,Trading,Tier 2,3.2,6,20582339,1461035,1054226,87.6,Monthly,118429,82500,558,8.2,0.424,1476216,935660,1259520,0.592,No,0,,0.299,168523,82.7,1.1,20.3,0.223,81.7,0.493,-17.3,0,68.3,67.4,50.6,80.7,24.6,86.4,71.4,0.1597,High,No,0
MSME0024710,Existing-to-Credit,Private Limited,Retail,Tier 2,4.7,1,2128304,200369,116702,78.6,Monthly,71826,36444,205,13.4,0.421,202220,168877,110510,0.653,Yes,70777,83.2,0.349,26863,81.1,21.5,38.1,0.521,78.3,0.411,12.0,16,66.8,65.5,57.3,74.1,39.5,79.2,68.2,0.2457,High,No,0
MSME0024711,NTC,Proprietorship,Construction,Tier 2,4.6,1,300000,22341,11875,88.5,Quarterly,4442,2393,661,0.3,0.264,22402,15971,16824,0.707,No,0,,0.156,15987,83.9,16.6,25.5,0.38,70.4,0.157,3.7,0,68.6,75.7,71.8,73.0,33.7,87.3,71.9,0.1245,Medium,Yes,26000
MSME0024712,NTC,Partnership,Healthcare,Metro,2.9,3,9994658,751649,460548,89.6,Monthly,624871,261167,2301,10.4,0.185,716645,545880,236545,0.679,No,0,,0.158,55958,91.7,30.5,14.6,0.333,83.2,0.237,-4.6,0,62.7,73.2,73.3,83.1,31.0,90.1,75.6,0.0681,Medium,Yes,836000
MSME0024713,NTB,Proprietorship,Services,Tier 3,4.1,2,5427270,523457,313226,73.0,Monthly,140890,91198,254,21.3,0.467,568685,390956,382357,0.566,No,0,,0.395,40548,67.7,31.4,39.0,0.632,59.8,0.478,10.1,0,58.8,62.5,52.5,63.5,40.0,71.7,61.8,0.4192,High,No,0
MSME0024714,NTC,Proprietorship,Textiles,Tier 1,0.8,1,845834,68944,41515,80.7,Monthly,8795,6968,206,1.6,0.379,73390,57893,26938,0.563,No,0,,0.303,22372,84.0,17.7,8.4,0.37,78.9,0.546,8.3,0,53.5,62.6,55.9,82.5,36.9,81.5,73.2,0.1192,Medium,Yes,62000
MSME0024715,NTB,Proprietorship,Food & Beverage,Tier 1,6.8,8,19585189,1589626,1063979,92.1,Monthly,535975,254869,1142,18.1,0.157,1734108,1248191,1484791,0.723,No,0,,0.198,149013,93.7,22.7,19.0,0.254,75.9,0.389,12.1,0,74.4,75.4,73.7,77.8,46.3,92.5,79.9,0.0534,Low,Yes,3049000
MSME0024716,NTB,Private Limited,Trading,Tier 2,6.2,4,7742341,673937,342305,92.4,Quarterly,144059,82257,423,13.1,0.188,719170,439756,585385,0.875,No,0,,0.158,71988,94.6,4.4,1.3,0.475,90.9,0.337,50.4,0,78.1,87.0,78.8,91.0,70.5,92.9,86.3,0.0324,Low,Yes,1394000
MSME0024717,NTB,Partnership,Construction,Metro,7.5,2,8956995,722199,412291,84.2,Monthly,183942,97778,1004,7.0,0.251,810798,678400,332153,0.642,Yes,85601,92.1,0.254,43709,83.2,19.6,7.1,0.449,92.7,0.416,32.3,73,73.1,67.2,70.4,92.4,55.5,83.9,79.9,0.0465,Low,Yes,1278000
MSME0024718,NTC,Proprietorship,Services,Rural,1.2,3,3527983,279123,208255,83.2,Monthly,151813,83305,485,12.0,0.195,273622,237830,97592,0.628,No,0,,0.2,51375,92.4,8.2,19.3,0.212,76.6,0.059,14.7,0,61.0,67.2,80.0,78.2,44.5,85.5,76.8,0.065,Medium,Yes,279000
MSME0024719,NTB,Private Limited,Trading,Tier 2,3.4,5,12775390,974753,667715,87.6,Monthly,65168,35928,366,6.8,0.216,913226,633878,845529,0.79,No,0,,0.188,242448,87.4,10.7,10.7,0.44,94.8,0.518,46.8,0,68.0,79.8,72.1,90.6,68.8,87.5,79.4,0.0499,Low,Yes,2126000
MSME0024720,Existing-to-Credit,Partnership,Manufacturing,Tier 3,6.7,7,15188983,1413950,1035511,80.7,Monthly,517047,373214,879,22.6,0.525,1465364,1178634,595922,0.554,Yes,155500,89.0,0.234,98623,79.7,15.5,7.6,0.296,73.4,0.324,8.3,33,71.8,63.5,52.6,81.1,43.1,80.4,69.1,0.1869,High,No,0
MSME0024721,Existing-to-Credit,Proprietorship,Logistics,Tier 1,3.0,2,2476482,169644,73809,87.3,Monthly,59891,45620,212,10.9,0.318,167113,134118,96146,0.548,Yes,37978,84.7,0.294,38196,81.6,15.8,46.6,0.652,73.2,0.161,16.8,20,63.7,61.7,70.4,69.2,44.7,85.9,68.9,0.2198,High,No,0
MSME0024722,NTC,Private Limited,Retail,Tier 2,2.1,21,48014747,4304309,2351744,89.4,Monthly,2505049,1462969,6531,14.8,0.181,4613768,3293857,3464575,0.793,No,0,,0.15,408580,88.8,19.8,4.6,0.538,89.3,0.336,21.0,0,61.5,80.6,74.9,89.2,56.6,89.2,77.6,0.063,Medium,Yes,4507000
MSME0024723,NTC,Proprietorship,Manufacturing,Tier 2,6.9,1,4137934,306758,224237,72.3,Quarterly,109418,71668,688,6.1,0.41,339936,231507,353232,0.555,No,0,,0.301,12222,76.3,9.7,21.0,0.421,80.2,0.349,-16.6,0,72.6,64.4,55.2,79.7,19.5,73.3,64.5,0.288,High,No,0
MSME0024724,NTC,Proprietorship,Services,Tier 2,7.0,2,4499894,374181,208793,80.2,Monthly,252470,135462,834,11.6,0.231,328703,276598,172792,0.686,No,0,,0.271,43813,79.4,17.6,4.2,0.176,72.5,0.671,-2.0,0,71.7,69.1,60.1,80.1,31.5,80.0,72.3,0.106,Medium,Yes,379000
MSME0024725,NTB,Proprietorship,Services,Metro,18.0,4,7034044,542092,336253,77.8,Monthly,213821,119625,409,20.1,0.417,567535,363429,342145,0.631,No,0,,0.328,64585,80.1,16.9,11.7,0.344,77.3,0.389,-10.5,0,83.4,68.7,54.7,80.7,27.9,78.3,69.3,0.18,High,No,0
MSME0024726,Existing-to-Credit,LLP,Manufacturing,Rural,2.2,14,98296463,7904881,5013396,91.9,Monthly,835264,532847,2419,13.3,0.176,7273032,4947979,5617973,0.842,Yes,798147,93.4,0.118,348587,84.9,16.1,5.0,0.152,84.7,0.485,14.1,10,61.7,84.7,70.4,88.9,50.0,90.1,82.5,0.0377,Low,Yes,17174000
MSME0024727,Existing-to-Credit,Partnership,Manufacturing,Rural,5.9,3,4772237,373121,241988,86.2,Monthly,24400,10633,365,2.6,0.358,394937,329830,146778,0.717,Yes,84138,82.9,0.228,62778,83.3,24.7,45.0,0.3,83.9,0.132,21.1,18,69.1,72.0,69.4,75.2,49.0,85.5,73.9,0.1364,Medium,Yes,415000
MSME0024728,Existing-to-Credit,LLP,Textiles,Metro,9.4,6,21703750,1907752,1246810,84.5,Monthly,629719,337867,732,33.1,0.312,2014160,1577658,1210598,0.672,Yes,106167,92.0,0.251,131523,85.5,8.1,26.0,0.201,84.3,0.228,11.0,99,79.3,70.0,68.2,82.6,44.4,84.7,77.6,0.0795,Medium,Yes,1801000
MSME0024729,NTC,LLP,Trading,Tier 1,2.5,3,3268620,280249,183032,80.6,Quarterly,18981,10673,383,1.9,0.2,274943,227205,109135,0.676,No,0,,0.178,57899,80.5,12.9,16.5,0.418,83.6,0.232,17.0,0,62.3,71.2,75.7,82.8,46.1,80.5,72.1,0.113,Medium,Yes,272000
MSME0024730,NTC,Proprietorship,Services,Tier 1,3.3,10,35922752,2559744,1859931,94.3,Monthly,1904938,950172,11945,6.1,0.121,2472044,2133232,1204048,0.893,No,0,,0.138,243968,91.4,19.9,24.3,0.513,96.5,0.58,-10.5,0,66.6,83.4,67.6,87.7,31.4,93.6,85.1,0.0343,Low,Yes,6570000
MSME0024731,NTC,Proprietorship,Textiles,Metro,3.3,3,4046220,317792,216171,81.8,Monthly,84100,40880,235,13.8,0.541,318540,228636,260793,0.67,No,0,,0.271,42990,79.5,16.1,9.3,0.353,78.2,0.364,20.0,0,63.9,70.7,52.5,81.8,48.3,81.2,69.9,0.1804,High,No,0
MSME0024732,NTC,Private Limited,Construction,Metro,15.4,1,1378896,109592,37491,95.1,Monthly,36189,19740,281,4.9,0.208,117799,92181,60599,0.823,No,0,,0.16,30391,93.4,14.4,21.8,0.1,90.8,0.112,10.7,0,86.1,80.6,77.3,85.3,38.6,94.7,86.4,0.0275,Low,Yes,237000
MSME0024733,Existing-to-Credit,Proprietorship,Retail,Tier 3,9.5,17,38092325,3385255,2233747,97.3,Monthly,1831070,783204,7247,9.7,0.096,3569879,2161354,3685988,0.942,Yes,71398,91.0,0.11,433371,96.3,11.4,0.0,0.448,88.2,0.25,31.0,61,81.9,91.9,83.6,91.7,62.6,97.0,88.1,0.0239,Low,Yes,7265000
MSME0024734,NTC,Proprietorship,Trading,Tier 1,3.6,1,2445339,178952,97798,100.0,Monthly,45709,24796,207,8.5,0.144,195448,127736,199284,0.892,No,0,,0.028,28981,100.0,9.5,5.5,0.8,99.6,0.28,-1.7,0,72.6,90.3,75.2,94.7,30.0,100.0,85.9,0.0148,Low,Yes,447000
MSME0024735,NTC,Proprietorship,Manufacturing,Tier 2,4.1,9,22177808,1828032,1034164,87.7,Monthly,609856,304823,1710,13.7,0.407,1812154,1855311,31055,0.73,No,0,,0.254,209237,89.4,4.0,13.1,0.138,94.2,0.375,-16.1,0,72.2,68.3,54.8,89.6,27.1,88.2,76.9,0.0866,Medium,Yes,1956000
MSME0024736,NTB,Proprietorship,Trading,Tier 2,4.6,4,5215303,424535,227838,85.3,Quarterly,141047,95232,797,6.8,0.351,429780,335496,272667,0.68,No,0,,0.283,48521,89.1,12.1,9.4,0.309,90.9,0.023,-6.9,0,71.3,69.7,68.3,88.8,30.4,86.3,75.7,0.0875,Medium,Yes,437000
MSME0024737,NTC,Proprietorship,Logistics,Tier 3,2.7,1,1433080,91306,65994,79.1,Monthly,23215,12474,184,4.9,0.235,94951,80111,37038,0.572,No,0,,0.246,26162,83.2,11.8,8.3,0.312,76.9,0.276,16.0,0,64.2,63.4,72.4,81.4,42.3,80.2,75.5,0.0763,Medium,Yes,106000
MSME0024738,NTC,Proprietorship,Retail,Rural,2.7,5,7276462,526145,368100,85.5,Monthly,206806,184821,591,13.5,0.173,572008,478481,171944,0.741,No,0,,0.212,100021,82.1,36.1,21.6,0.279,87.2,0.259,-3.9,0,57.7,73.7,73.6,83.4,33.3,84.6,75.3,0.0913,Medium,Yes,649000
MSME0024739,NTC,Proprietorship,Trading,Rural,1.2,4,6625246,610484,164864,71.6,Monthly,113909,39879,410,10.7,0.249,598448,487897,358829,0.606,No,0,,0.326,88286,81.2,13.7,7.9,0.263,62.5,0.581,-9.3,0,56.3,63.9,60.1,73.6,28.7,74.0,70.5,0.1457,Medium,Yes,510000
MSME0024740,Existing-to-Credit,Partnership,Manufacturing,Tier 2,0.8,1,1381677,119400,56640,74.7,Quarterly,15582,10076,201,3.0,0.169,122058,113490,35604,0.552,Yes,16985,90.8,0.263,30367,80.4,15.6,19.6,0.503,75.9,0.256,-2.2,4,52.9,60.2,74.1,79.4,29.6,76.2,70.1,0.1531,High,No,0
MSME0024741,NTC,Proprietorship,Trading,Tier 3,11.2,15,20564602,1911824,1147849,91.7,Monthly,322987,132479,1239,10.0,0.173,1654136,1175117,1129788,0.814,No,0,,0.128,329405,87.7,3.5,2.6,0.379,98.1,0.228,2.3,0,83.2,82.4,75.3,94.7,42.1,90.7,86.0,0.0275,Low,Yes,3501000
MSME0024742,NTC,Private Limited,Retail,Tier 2,7.0,3,6817566,548185,422904,83.8,Monthly,225881,106974,1196,7.3,0.376,571156,496816,143369,0.61,No,0,,0.211,74615,86.9,11.7,11.6,0.102,82.5,0.387,8.5,0,75.4,65.9,60.1,83.6,40.2,84.6,73.8,0.107,Medium,Yes,528000
MSME0024743,Existing-to-Credit,LLP,Construction,Tier 3,6.2,1,1715513,149276,114578,72.4,Monthly,50093,35729,207,9.3,0.236,158434,127693,46978,0.559,Yes,46741,81.8,0.199,18910,72.4,8.9,17.3,0.496,69.6,0.368,30.1,66,70.4,64.7,72.2,74.9,52.2,72.4,67.6,0.1858,High,No,0
MSME0024744,Existing-to-Credit,Proprietorship,Trading,Metro,6.6,1,1219848,113516,47189,85.0,Monthly,10891,10024,511,0.8,0.237,119038,91768,76710,0.829,Yes,35586,94.3,0.164,15697,90.2,2.0,8.2,0.73,84.8,0.583,35.4,19,78.1,81.1,67.5,88.2,55.9,86.3,79.4,0.0449,Low,Yes,211000
MSME0024745,NTC,LLP,Manufacturing,Tier 1,4.7,13,26787372,1917300,1821435,92.0,Monthly,286349,111238,1096,10.0,0.253,2159839,1918312,815271,0.777,No,0,,0.183,548352,91.8,14.8,2.0,0.53,83.1,0.34,8.8,0,71.6,75.4,68.7,86.6,46.0,92.0,81.2,0.0245,Low,Yes,4402000
MSME0024746,Existing-to-Credit,Proprietorship,Logistics,Tier 1,4.0,21,31942558,2315493,1741480,77.4,Quarterly,892223,439650,1806,19.0,0.39,2513535,2213926,456354,0.711,Yes,364866,98.1,0.27,527340,82.6,5.4,10.8,0.207,76.7,0.663,-1.4,13,69.5,69.7,50.8,83.8,40.9,78.7,72.4,0.1198,Medium,Yes,2763000
MSME0024747,NTC,Proprietorship,Retail,Tier 1,1.3,1,1974124,166295,117168,82.2,Quarterly,77801,60416,143,20.9,0.182,173137,154463,38567,0.747,No,0,,0.26,40065,83.8,26.6,11.3,0.322,75.7,0.283,15.4,0,54.4,71.7,75.3,79.9,41.9,82.6,76.5,0.0725,Medium,Yes,177000
MSME0024748,NTB,Proprietorship,Trading,Rural,5.2,4,6916302,566973,269167,86.3,Monthly,64395,35926,290,8.5,0.196,562008,517212,167695,0.721,No,0,,0.258,114376,83.9,13.1,4.3,0.462,81.5,0.103,6.3,0,70.8,69.8,77.6,85.1,39.6,85.7,76.8,0.0631,Medium,Yes,604000
MSME0024749,Existing-to-Credit,Proprietorship,Trading,Tier 3,1.4,2,1648169,129886,60867,85.8,Quarterly,29215,21502,299,3.8,0.246,140597,117499,50754,0.636,Yes,25851,90.5,0.215,31208,87.0,18.0,6.6,0.231,97.3,0.215,26.0,10,58.1,67.9,74.8,94.8,51.1,86.1,81.7,0.043,Low,Yes,234000
MSME0024750,Existing-to-Credit,Proprietorship,Retail,Tier 3,2.4,5,18513924,1566760,920274,97.4,Monthly,700443,408109,2462,10.9,0.17,1452602,1073629,849082,0.708,Yes,444093,100.0,0.066,93153,95.4,17.8,7.5,0.584,93.7,0.501,39.7,16,65.2,77.5,74.2,94.5,63.8,96.9,84.2,0.0301,Low,Yes,2838000
MSME0024751,NTC,Proprietorship,Manufacturing,Tier 1,3.4,1,1030871,85258,65276,76.4,Monthly,27430,13813,504,2.1,0.251,96789,83196,36145,0.648,No,0,,0.286,16579,82.9,37.2,18.3,0.358,73.1,0.35,11.6,0,60.0,66.3,68.9,76.5,39.2,78.0,72.5,0.1335,Medium,Yes,83000
MSME0024752,NTC,Partnership,Retail,Tier 2,6.0,1,1408397,113002,34059,88.7,Monthly,63564,39167,264,9.3,0.21,111047,86090,60449,0.704,No,0,,0.213,19176,81.7,16.6,7.2,0.237,83.5,0.398,16.3,0,70.9,72.9,70.9,85.3,42.5,87.0,77.0,0.0637,Medium,Yes,121000
MSME0024753,Existing-to-Credit,LLP,Logistics,Tier 1,16.2,2,2424052,190618,92832,76.2,Quarterly,36381,25079,104,13.5,0.333,198154,157997,108390,0.557,Yes,12959,87.8,0.269,54267,80.7,23.7,21.1,0.544,71.1,0.387,23.5,81,80.6,63.0,64.9,75.8,49.4,77.3,70.7,0.1516,High,No,0
MSME0024754,NTC,Private Limited,Food & Beverage,Tier 1,3.4,2,3993443,305527,223941,90.9,Monthly,128819,37072,542,9.1,0.32,339300,325694,97117,0.629,No,0,,0.331,36378,87.5,13.5,9.7,0.378,86.7,0.27,25.5,0,67.3,62.1,68.9,86.4,50.8,90.1,74.1,0.1109,Medium,Yes,316000
MSME0024755,Existing-to-Credit,Private Limited,Retail,Tier 2,2.8,1,2301543,172778,115045,100.0,Monthly,44090,18775,621,2.7,0.28,154853,122220,82622,0.747,Yes,23283,91.2,0.136,11483,87.2,16.5,15.8,0.34,82.1,0.41,22.0,18,64.5,76.9,67.2,84.0,46.5,96.8,80.4,0.0444,Low,Yes,367000
MSME0024756,Existing-to-Credit,Partnership,Retail,Metro,6.8,1,1867568,140114,96374,80.8,Monthly,110813,106037,388,11.0,0.272,152790,150489,30710,0.585,Yes,13174,82.1,0.203,28513,76.7,13.8,20.1,0.278,81.9,0.355,29.3,63,71.5,62.4,70.2,80.9,51.6,79.8,74.0,0.1006,Medium,Yes,140000
MSME0024757,Existing-to-Credit,Private Limited,Textiles,Tier 2,3.1,1,1328215,109159,76744,66.9,Monthly,24765,12929,180,5.3,0.323,108221,79731,67413,0.569,Yes,28778,78.9,0.395,25209,78.0,29.5,16.4,0.471,80.3,0.242,-1.0,32,59.5,61.7,65.4,80.4,30.4,69.7,62.9,0.3162,High,No,0
MSME0024758,NTC,Proprietorship,Manufacturing,Metro,5.1,5,19149873,1799419,1264677,86.4,Monthly,713984,461801,1538,17.9,0.34,1912514,1263009,1939780,0.753,No,0,,0.23,147259,90.4,10.8,16.6,0.128,89.3,0.139,15.7,0,73.1,77.4,69.5,85.9,47.0,87.4,77.1,0.0746,Medium,Yes,1729000
MSME0024759,Existing-to-Credit,Partnership,Manufacturing,Tier 2,3.0,2,12201126,1029795,495047,83.1,Monthly,201085,111514,1545,5.0,0.254,1024986,877915,535929,0.706,Yes,202334,86.4,0.325,59443,76.7,25.6,9.4,0.627,77.2,0.393,-1.1,9,59.8,68.6,65.8,82.1,32.2,81.5,69.6,0.1618,High,No,0
MSME0024760,NTB,Proprietorship,Food & Beverage,Tier 2,0.5,2,1982064,147242,119006,87.9,Monthly,91113,74870,273,12.8,0.292,151880,126995,51517,0.683,No,0,,0.284,46023,89.7,11.5,24.8,0.324,82.3,0.353,21.9,0,54.3,68.8,67.9,79.8,48.2,88.4,75.6,0.103,Medium,Yes,166000
MSME0024761,NTC,Private Limited,Retail,Tier 2,6.5,1,1227172,103169,56097,83.6,Monthly,28140,19008,211,5.1,0.265,109945,113764,12692,0.653,No,0,,0.294,27753,80.9,28.9,6.0,0.587,80.3,0.653,19.8,0,68.5,62.9,61.7,83.9,44.9,82.9,71.2,0.1287,Medium,Yes,100000
MSME0024762,Existing-to-Credit,Private Limited,Healthcare,Tier 1,5.0,1,1936416,140488,62132,94.4,Monthly,64787,64783,1174,2.1,0.25,131073,81485,119988,0.685,Yes,10731,94.2,0.14,21932,86.8,12.4,2.1,0.301,83.9,0.103,1.1,46,71.4,76.7,73.6,89.4,31.9,92.5,76.3,0.058,Low,Yes,290000
MSME0024763,NTC,Proprietorship,Retail,Tier 3,7.2,1,824829,60337,22761,74.1,Monthly,24299,15127,156,6.0,0.358,61917,59433,10052,0.447,No,0,,0.389,38317,74.2,11.8,13.5,0.42,69.2,0.337,26.0,0,71.9,50.6,65.0,75.7,49.3,74.1,64.7,0.2826,High,No,0
MSME0024764,NTC,Proprietorship,Textiles,Tier 3,4.1,2,3331905,302794,262462,73.9,Monthly,99046,74000,419,9.1,0.498,326769,239991,227044,0.579,No,0,,0.401,47794,67.7,11.5,20.1,0.636,60.9,0.52,-20.7,0,63.8,62.1,45.0,69.3,18.4,72.3,63.4,0.3556,High,No,0
MSME0024765,Existing-to-Credit,Private Limited,Services,Tier 1,2.8,2,7254954,509594,227645,77.0,Quarterly,239677,176281,469,19.6,0.239,536329,411467,194673,0.662,Yes,82216,85.8,0.242,26500,76.3,30.4,14.3,0.462,80.0,0.091,5.0,14,57.8,70.0,75.1,82.2,36.4,76.8,69.7,0.1464,Medium,Yes,595000
MSME0024766,NTC,Partnership,Retail,Tier 2,2.0,3,6248383,465108,277001,84.9,Monthly,170730,103041,478,13.7,0.166,477367,374531,230735,0.683,No,0,,0.233,97691,89.5,15.1,7.8,0.355,84.1,0.617,-7.2,0,62.5,71.1,64.5,85.5,29.2,86.1,73.9,0.0702,Medium,Yes,525000
MSME0024767,Existing-to-Credit,Private Limited,Services,Metro,7.3,4,3175162,266281,81563,79.9,Quarterly,108901,49015,359,11.7,0.312,285993,235054,134876,0.65,Yes,60776,80.2,0.272,88501,83.0,26.5,5.6,0.674,86.2,0.709,-3.6,60,71.0,67.5,54.0,86.9,32.7,80.7,69.9,0.1423,Medium,Yes,257000
MSME0024768,NTB,Proprietorship,IT & Digital,Tier 2,13.5,2,3567976,288144,226636,80.0,Quarterly,71680,40304,142,19.5,0.309,293656,235660,164199,0.71,No,0,,0.335,52459,83.1,25.7,15.5,0.185,76.8,0.11,-9.6,0,78.6,69.6,68.3,79.3,26.2,80.8,73.0,0.1328,Medium,Yes,308000
MSME0024769,NTB,Proprietorship,Trading,Tier 2,2.5,4,7451312,601204,394875,82.5,Quarterly,61981,26828,327,7.3,0.135,511468,413799,316845,0.693,No,0,,0.193,74146,94.6,4.5,15.2,0.391,93.0,0.17,5.1,0,68.7,72.1,79.4,88.4,38.8,85.5,79.8,0.0521,Low,Yes,1124000
MSME0024770,Existing-to-Credit,Proprietorship,Retail,Tier 1,4.6,2,2026832,209775,144612,83.4,Quarterly,97475,45310,640,5.9,0.261,233519,197461,130739,0.714,Yes,35796,87.8,0.304,53123,86.2,20.0,18.7,0.389,92.4,0.583,9.8,25,68.4,69.8,62.2,88.2,39.8,84.1,77.9,0.0701,Medium,Yes,176000
MSME0024771,NTC,Private Limited,Healthcare,Tier 3,4.6,6,14767445,1275578,1115411,89.4,Quarterly,383338,237866,2356,6.3,0.431,1219448,1219584,149842,0.766,No,0,,0.26,114995,90.7,2.8,19.6,0.209,97.4,0.324,4.0,0,74.1,70.6,57.6,89.5,39.6,89.7,77.2,0.0842,Medium,Yes,1350000
MSME0024772,NTB,Partnership,Retail,Tier 3,5.2,7,13732499,1156864,554755,97.4,Monthly,487125,322707,773,24.2,0.362,1254109,971717,560695,0.787,No,0,,0.276,93664,98.6,6.8,5.3,0.215,86.0,0.422,17.9,0,76.8,75.9,61.4,87.2,49.9,97.7,87.2,0.0252,Low,Yes,2278000
MSME0024773,NTB,Proprietorship,Retail,Tier 3,2.2,1,1702949,149442,104666,76.8,Monthly,62296,20238,294,8.2,0.346,158507,152103,26738,0.633,No,0,,0.329,23409,75.6,1.0,15.4,0.185,72.0,0.673,16.9,0,62.7,62.4,55.9,76.7,42.9,76.5,67.2,0.2141,High,No,0
MSME0024774,NTB,Private Limited,Retail,Metro,4.1,4,2378180,176724,125358,87.1,Monthly,112554,48584,542,8.0,0.256,198980,163350,76269,0.564,Yes,19855,91.7,0.219,111892,82.8,1.4,18.7,0.479,83.0,0.402,0.7,22,70.8,64.1,65.7,83.8,35.7,86.1,69.6,0.1559,High,No,0
MSME0024775,NTB,Proprietorship,Construction,Tier 3,7.8,7,17881750,1592167,951418,90.5,Monthly,234221,137516,1020,8.8,0.421,1640034,1379668,688505,0.676,No,0,,0.195,124336,87.0,12.7,26.0,0.163,80.1,0.247,13.6,0,76.4,70.5,61.6,78.3,46.9,89.6,74.7,0.1044,Medium,Yes,1490000
MSME0024776,NTC,Private Limited,Retail,Tier 2,3.7,4,2521343,176785,100262,92.9,Monthly,129323,95621,741,6.7,0.133,162954,148805,54235,0.769,No,0,,0.165,90593,92.3,5.3,1.8,0.402,89.8,0.894,-0.5,0,71.6,74.9,60.6,90.3,34.9,92.7,80.8,0.0344,Low,Yes,411000
MSME0024777,NTC,Proprietorship,Retail,Tier 2,4.6,1,2824949,236017,110603,91.3,Monthly,129386,41186,306,16.3,0.217,247943,219022,52280,0.843,No,0,,0.167,29488,86.9,16.0,5.4,0.306,79.1,0.268,3.6,0,69.7,79.5,71.8,83.4,33.6,90.2,79.0,0.0507,Low,Yes,494000
MSME0024778,Existing-to-Credit,Proprietorship,Healthcare,Rural,3.6,1,5207001,450441,273031,85.2,Monthly,310188,220126,640,18.7,0.174,422080,319502,323774,0.712,Yes,147728,85.9,0.232,36041,82.1,4.4,14.1,0.682,83.9,0.231,-6.4,27,68.5,73.2,73.8,84.4,26.6,84.4,71.1,0.1218,Medium,Yes,451000
MSME0024779,NTC,LLP,Food & Beverage,Metro,5.0,1,2607537,213409,123712,90.3,Monthly,78400,71672,238,12.7,0.385,215605,145641,198220,0.69,No,0,,0.247,21745,78.4,18.8,6.0,0.59,79.6,0.277,14.0,0,67.3,73.3,63.1,83.5,40.9,87.4,77.5,0.0704,Medium,Yes,221000
MSME0024780,NTC,Private Limited,Manufacturing,Metro,3.6,10,17716521,1573583,1105390,89.4,Monthly,351141,259442,1238,10.9,0.262,1594298,983310,1665249,0.787,No,0,,0.154,196576,97.2,27.6,4.4,0.314,86.1,0.078,43.3,0,67.3,82.1,79.8,87.5,69.1,91.4,85.6,0.0288,Low,Yes,2940000
MSME0024781,Existing-to-Credit,Proprietorship,Trading,Tier 2,7.4,3,2971453,226651,159355,98.2,Monthly,59059,32987,265,8.6,0.26,241539,151395,256514,0.784,Yes,84539,93.9,0.155,54205,93.3,11.9,4.9,0.591,94.2,0.475,9.7,27,77.9,81.7,65.0,94.2,41.0,96.9,83.3,0.0271,Low,Yes,492000
MSME0024782,NTC,Private Limited,Manufacturing,Rural,1.2,3,7725408,634563,299334,88.3,Monthly,240218,183852,625,14.8,0.374,671081,469045,315097,0.638,No,0,,0.257,55212,91.9,7.6,16.5,0.448,86.6,0.627,-1.2,0,61.0,69.7,52.7,84.5,33.4,89.2,73.4,0.1141,Medium,Yes,617000
MSME0024783,NTC,Private Limited,Trading,Tier 2,8.4,6,9639219,822071,504787,71.8,Monthly,106009,83360,342,11.9,0.281,729406,611495,391079,0.612,No,0,,0.192,126906,76.9,9.9,12.3,0.098,72.3,0.378,8.2,0,75.0,67.1,65.9,77.7,42.5,73.1,71.1,0.1145,Medium,Yes,748000
MSME0024784,NTB,Partnership,Services,Tier 2,2.6,3,8784400,731982,516460,73.8,Monthly,411356,292678,819,19.3,0.492,762829,635909,210876,0.487,No,0,,0.384,45423,74.1,15.3,25.8,0.431,69.0,0.747,-3.7,0,60.2,55.5,42.3,72.2,31.6,73.9,63.4,0.3645,High,No,0
MSME0024785,NTC,Proprietorship,Food & Beverage,Tier 2,7.3,1,497934,37881,18485,85.1,Monthly,17997,11236,415,1.7,0.229,40231,29535,24732,0.58,No,0,,0.318,14255,82.3,16.8,16.6,0.297,74.3,0.66,-11.4,0,73.2,64.2,59.0,77.6,23.1,84.4,70.5,0.1459,Medium,Yes,37000
